user_id,liked_categories,price_preference,activity_level
user_144,"['Barbershop', 'Church', 'Bakery', 'Mobile Money Agent', 'Food Vendor', 'Car Wash', 'Salon', 'Electronics Store', 'General Shop', 'Tailor Shop', 'Cobbler', 'Hardware Kiosk']",mid,high
user_145,"['Salon', 'Motorbike Repair', 'Hardware', 'Barbershop', 'Cobbler', 'Electronics Store', 'Pharmacy', 'General Shop', 'Food Vendor', 'Mobile Money Agent', 'Church']",budget,medium
user_146,"['Food Vendor', 'Hardware Kiosk', 'Electronics Store', 'Motorbike Repair', 'Tailor Shop', 'Mobile Money Agent', 'Cobbler', 'Barbershop', 'Pharmacy', 'Hardware']",budget,medium
user_147,"['Barbershop', 'Hardware', 'Food Vendor', 'Motorbike Repair', 'Hardware Kiosk', 'Car Wash', 'Church', 'Salon']",mid,medium
user_148,"['Motorbike Repair', 'Hardware', 'Salon', 'Car Wash', 'Pharmacy', 'Cobbler', 'Hardware Kiosk', 'Electronics Store', 'Food Vendor', 'Church']",budget,low
user_149,"['Hardware', 'Electronics Store', 'Pharmacy', 'Church', 'Salon', 'Car Wash', 'Cobbler', 'General Shop']",budget,medium
user_150,"['Cobbler', 'Tailor Shop', 'Salon', 'Barbershop', 'Car Wash', 'Food Vendor', 'Hardware', 'Electronics Store', 'Pharmacy', 'Church', 'Hardware Kiosk', 'Mobile Money Agent']",mid,low
user_151,"['Mobile Money Agent', 'Bakery', 'Motorbike Repair', 'Barbershop', 'Cobbler', 'Car Wash', 'Church', 'Hardware', 'Food Vendor', 'Tailor Shop']",budget,low
user_152,"['Food Vendor', 'Motorbike Repair', 'Car Wash', 'Barbershop', 'Hardware Kiosk', 'Church', 'Bakery', 'Mobile Money Agent', 'Hardware', 'General Shop']",budget,medium
user_153,"['Barbershop', 'Hardware Kiosk', 'Food Vendor', 'Electronics Store', 'General Shop', 'Hardware', 'Church', 'Car Wash', 'Tailor Shop']",premium,low
user_154,"['Car Wash', 'Food Vendor', 'Hardware', 'Barbershop', 'Hardware Kiosk', 'Cobbler', 'General Shop', 'Bakery', 'Motorbike Repair']",mid,low
user_155,"['Food Vendor', 'Motorbike Repair', 'Salon', 'Pharmacy', 'Bakery', 'Hardware', 'Tailor Shop', 'Church', 'General Shop', 'Mobile Money Agent']",budget,low
user_156,"['Hardware', 'Mobile Money Agent', 'Hardware Kiosk', 'Church', 'Cobbler', 'Pharmacy', 'Tailor Shop', 'General Shop', 'Salon', 'Motorbike Repair', 'Car Wash']",mid,medium
user_157,"['Mobile Money Agent', 'Cobbler', 'Food Vendor', 'Electronics Store', 'Car Wash', 'Motorbike Repair', 'Hardware Kiosk', 'General Shop', 'Barbershop', 'Pharmacy', 'Church']",budget,low
user_158,"['Electronics Store', 'Bakery', 'General Shop', 'Mobile Money Agent', 'Pharmacy', 'Cobbler', 'Food Vendor', 'Barbershop', 'Salon', 'Hardware', 'Hardware Kiosk', 'Tailor Shop']",budget,medium
user_159,"['Food Vendor', 'Car Wash', 'Cobbler', 'Electronics Store', 'Pharmacy', 'Mobile Money Agent', 'Bakery', 'Hardware', 'Tailor Shop']",budget,high
user_160,"['Hardware', 'General Shop', 'Mobile Money Agent', 'Cobbler', 'Salon', 'Pharmacy', 'Food Vendor', 'Hardware Kiosk', 'Tailor Shop', 'Car Wash']",premium,high
user_161,"['Pharmacy', 'Cobbler', 'Salon', 'Barbershop', 'Bakery', 'Hardware', 'Electronics Store', 'General Shop']",premium,medium
user_162,"['Barbershop', 'Hardware Kiosk', 'Hardware', 'Bakery', 'Mobile Money Agent', 'Salon', 'Food Vendor', 'Tailor Shop', 'Car Wash', 'General Shop', 'Pharmacy', 'Cobbler']",premium,medium
user_163,"['Barbershop', 'Salon', 'Food Vendor', 'Church', 'Motorbike Repair', 'Pharmacy', 'Mobile Money Agent', 'Hardware Kiosk', 'Electronics Store', 'Bakery', 'Tailor Shop']",budget,medium
user_164,"['Car Wash', 'Cobbler', 'Bakery', 'Food Vendor', 'Tailor Shop', 'Barbershop', 'Church', 'Salon', 'Motorbike Repair']",premium,medium
user_165,"['Food Vendor', 'Hardware', 'Bakery', 'General Shop', 'Cobbler', 'Motorbike Repair', 'Church', 'Barbershop', 'Car Wash']",budget,high
user_166,"['Barbershop', 'Salon', 'Bakery', 'Food Vendor', 'Mobile Money Agent', 'Hardware Kiosk', 'Cobbler', 'Car Wash']",budget,low
user_167,"['Bakery', 'Food Vendor', 'Hardware Kiosk', 'Tailor Shop', 'Hardware', 'Car Wash', 'Cobbler', 'Electronics Store', 'Barbershop', 'Church']",budget,low
user_168,"['Food Vendor', 'Car Wash', 'Hardware Kiosk', 'Bakery', 'Hardware', 'Mobile Money Agent', 'Pharmacy', 'Salon', 'Church', 'Barbershop', 'Cobbler']",premium,high
user_169,"['Hardware Kiosk', 'Food Vendor', 'Tailor Shop', 'Hardware', 'Cobbler', 'Salon', 'Pharmacy', 'Mobile Money Agent']",premium,medium
user_170,"['Bakery', 'Mobile Money Agent', 'Hardware Kiosk', 'Barbershop', 'Motorbike Repair', 'Pharmacy', 'General Shop', 'Church', 'Salon', 'Food Vendor', 'Tailor Shop']",budget,medium
user_171,"['Hardware', 'Salon', 'Pharmacy', 'Barbershop', 'Cobbler', 'Church', 'Car Wash', 'Mobile Money Agent', 'Food Vendor', 'Hardware Kiosk', 'Bakery', 'General Shop']",budget,low
user_172,"['Car Wash', 'Barbershop', 'Food Vendor', 'Hardware Kiosk', 'Motorbike Repair', 'Electronics Store', 'Cobbler', 'Hardware']",premium,low
user_173,"['Church', 'Mobile Money Agent', 'Cobbler', 'Electronics Store', 'Pharmacy', 'General Shop', 'Hardware Kiosk', 'Food Vendor', 'Salon', 'Car Wash', 'Bakery']",budget,medium
user_174,"['Motorbike Repair', 'Electronics Store', 'Hardware', 'Food Vendor', 'Bakery', 'Hardware Kiosk', 'Salon', 'Barbershop', 'General Shop', 'Pharmacy']",budget,high
user_175,"['General Shop', 'Pharmacy', 'Cobbler', 'Bakery', 'Electronics Store', 'Mobile Money Agent', 'Barbershop', 'Church', 'Car Wash', 'Motorbike Repair', 'Hardware', 'Tailor Shop']",mid,low
user_176,"['Mobile Money Agent', 'Car Wash', 'Hardware', 'Electronics Store', 'Cobbler', 'Barbershop', 'Salon', 'Bakery']",mid,medium
user_177,"['Tailor Shop', 'Hardware Kiosk', 'Food Vendor', 'Salon', 'Pharmacy', 'General Shop', 'Mobile Money Agent', 'Electronics Store']",mid,medium
user_178,"['Tailor Shop', 'Food Vendor', 'Electronics Store', 'Salon', 'Hardware', 'Bakery', 'General Shop', 'Mobile Money Agent']",budget,medium
user_179,"['Tailor Shop', 'General Shop', 'Car Wash', 'Bakery', 'Cobbler', 'Hardware', 'Electronics Store', 'Salon', 'Food Vendor', 'Church', 'Hardware Kiosk', 'Pharmacy']",premium,medium
user_180,"['Mobile Money Agent', 'Hardware', 'Car Wash', 'General Shop', 'Barbershop', 'Pharmacy', 'Bakery', 'Hardware Kiosk', 'Church']",budget,high
user_181,"['Car Wash', 'Bakery', 'Church', 'Salon', 'General Shop', 'Food Vendor', 'Pharmacy', 'Tailor Shop', 'Mobile Money Agent', 'Motorbike Repair']",mid,medium
user_182,"['Pharmacy', 'Salon', 'Food Vendor', 'Hardware Kiosk', 'Bakery', 'Car Wash', 'General Shop', 'Cobbler', 'Barbershop', 'Motorbike Repair', 'Electronics Store', 'Tailor Shop']",budget,high
user_183,"['Hardware Kiosk', 'Salon', 'Mobile Money Agent', 'General Shop', 'Church', 'Bakery', 'Hardware', 'Cobbler']",mid,low
user_184,"['Mobile Money Agent', 'General Shop', 'Motorbike Repair', 'Tailor Shop', 'Hardware', 'Church', 'Salon', 'Electronics Store']",mid,low
user_185,"['Hardware', 'Electronics Store', 'General Shop', 'Car Wash', 'Motorbike Repair', 'Mobile Money Agent', 'Bakery', 'Hardware Kiosk', 'Cobbler']",budget,high
user_186,"['Pharmacy', 'Mobile Money Agent', 'Church', 'Electronics Store', 'Hardware Kiosk', 'Car Wash', 'General Shop', 'Motorbike Repair', 'Bakery', 'Food Vendor', 'Hardware']",mid,high
user_187,"['Hardware Kiosk', 'Motorbike Repair', 'Cobbler', 'Church', 'General Shop', 'Barbershop', 'Salon', 'Bakery', 'Food Vendor', 'Electronics Store']",budget,medium
user_188,"['Cobbler', 'Tailor Shop', 'Bakery', 'Church', 'Salon', 'Motorbike Repair', 'Mobile Money Agent', 'Barbershop', 'Hardware Kiosk', 'Food Vendor', 'Pharmacy', 'Hardware']",budget,high
user_189,"['Church', 'Pharmacy', 'Food Vendor', 'Tailor Shop', 'Salon', 'Cobbler', 'Bakery', 'Car Wash', 'Motorbike Repair', 'Mobile Money Agent']",budget,medium
user_190,"['Barbershop', 'Food Vendor', 'General Shop', 'Cobbler', 'Mobile Money Agent', 'Hardware Kiosk', 'Pharmacy', 'Motorbike Repair', 'Tailor Shop', 'Car Wash', 'Salon']",budget,high
user_191,"['Electronics Store', 'Food Vendor', 'Hardware', 'Hardware Kiosk', 'Tailor Shop', 'Car Wash', 'Church', 'Salon', 'Motorbike Repair', 'Cobbler']",premium,medium
user_192,"['Electronics Store', 'Cobbler', 'Barbershop', 'Hardware Kiosk', 'Tailor Shop', 'Salon', 'Bakery', 'Motorbike Repair', 'Food Vendor', 'Church', 'Mobile Money Agent']",budget,high
user_193,"['Motorbike Repair', 'Car Wash', 'Cobbler', 'Electronics Store', 'Pharmacy', 'Salon', 'Hardware Kiosk', 'Bakery', 'Hardware', 'Mobile Money Agent']",budget,low
user_194,"['Pharmacy', 'Tailor Shop', 'Salon', 'Church', 'Cobbler', 'Bakery', 'Hardware Kiosk', 'Barbershop', 'Hardware', 'Motorbike Repair', 'Electronics Store', 'Food Vendor']",budget,medium
user_195,"['Motorbike Repair', 'Tailor Shop', 'Bakery', 'Food Vendor', 'General Shop', 'Mobile Money Agent', 'Pharmacy', 'Salon', 'Electronics Store', 'Hardware Kiosk', 'Car Wash']",budget,high
user_196,"['Church', 'Hardware', 'Car Wash', 'Food Vendor', 'Tailor Shop', 'Cobbler', 'General Shop', 'Motorbike Repair', 'Pharmacy']",budget,high
user_197,"['Electronics Store', 'General Shop', 'Cobbler', 'Food Vendor', 'Motorbike Repair', 'Mobile Money Agent', 'Tailor Shop', 'Church', 'Pharmacy', 'Car Wash', 'Hardware Kiosk']",budget,low
user_198,"['Salon', 'Pharmacy', 'Barbershop', 'Hardware', 'Tailor Shop', 'Food Vendor', 'Electronics Store', 'Car Wash', 'Motorbike Repair', 'Church', 'Mobile Money Agent']",budget,medium
user_199,"['Tailor Shop', 'Bakery', 'General Shop', 'Motorbike Repair', 'Electronics Store', 'Food Vendor', 'Mobile Money Agent', 'Hardware Kiosk', 'Church', 'Hardware', 'Salon']",premium,low
user_200,"['Food Vendor', 'Salon', 'Church', 'Barbershop', 'Pharmacy', 'Motorbike Repair', 'Hardware', 'Electronics Store', 'Mobile Money Agent', 'General Shop', 'Tailor Shop', 'Car Wash']",budget,high
user_201,"['Mobile Money Agent', 'Motorbike Repair', 'General Shop', 'Food Vendor', 'Barbershop', 'Electronics Store', 'Church', 'Hardware', 'Tailor Shop', 'Salon']",mid,high
user_202,"['Pharmacy', 'Salon', 'Hardware Kiosk', 'Church', 'Car Wash', 'Cobbler', 'Mobile Money Agent', 'Electronics Store', 'Bakery']",budget,high
user_203,"['Hardware', 'Church', 'Car Wash', 'Tailor Shop', 'Salon', 'Bakery', 'Motorbike Repair', 'Pharmacy', 'Barbershop', 'Hardware Kiosk']",budget,high
user_204,"['Hardware', 'Electronics Store', 'Hardware Kiosk', 'Pharmacy', 'Salon', 'Tailor Shop', 'Church', 'Motorbike Repair', 'Food Vendor', 'Bakery']",budget,medium
user_205,"['Bakery', 'Church', 'Salon', 'Car Wash', 'Electronics Store', 'Motorbike Repair', 'Food Vendor', 'Hardware Kiosk', 'Tailor Shop']",mid,high
user_206,"['General Shop', 'Barbershop', 'Bakery', 'Church', 'Pharmacy', 'Food Vendor', 'Car Wash', 'Mobile Money Agent', 'Cobbler', 'Electronics Store', 'Tailor Shop', 'Motorbike Repair']",mid,high
user_207,"['Tailor Shop', 'Bakery', 'Motorbike Repair', 'Car Wash', 'Hardware', 'Mobile Money Agent', 'Barbershop', 'Cobbler', 'Hardware Kiosk', 'Electronics Store', 'Pharmacy', 'Salon']",mid,medium
user_208,"['Motorbike Repair', 'Food Vendor', 'Church', 'Car Wash', 'Electronics Store', 'Cobbler', 'Bakery', 'Hardware', 'Tailor Shop']",budget,medium
user_209,"['Hardware', 'Salon', 'Pharmacy', 'Food Vendor', 'General Shop', 'Motorbike Repair', 'Hardware Kiosk', 'Bakery', 'Barbershop', 'Car Wash', 'Electronics Store']",budget,high
user_210,"['Barbershop', 'Hardware', 'Food Vendor', 'Tailor Shop', 'Hardware Kiosk', 'Car Wash', 'Electronics Store', 'Pharmacy']",budget,medium
user_211,"['Church', 'Bakery', 'Motorbike Repair', 'Salon', 'Cobbler', 'Barbershop', 'Hardware', 'Mobile Money Agent']",mid,medium
user_212,"['Food Vendor', 'Car Wash', 'Salon', 'Electronics Store', 'Tailor Shop', 'Hardware Kiosk', 'Mobile Money Agent', 'Church', 'General Shop', 'Cobbler']",mid,low
user_213,"['Cobbler', 'Hardware', 'Church', 'Bakery', 'Pharmacy', 'Hardware Kiosk', 'Food Vendor', 'Motorbike Repair']",budget,high
user_214,"['Food Vendor', 'Car Wash', 'Mobile Money Agent', 'Hardware Kiosk', 'Tailor Shop', 'Bakery', 'Pharmacy', 'Church', 'Hardware']",premium,high
user_215,"['Food Vendor', 'Salon', 'Hardware Kiosk', 'Church', 'Car Wash', 'Cobbler', 'General Shop', 'Motorbike Repair', 'Electronics Store', 'Mobile Money Agent']",premium,high
user_216,"['Bakery', 'Mobile Money Agent', 'Hardware Kiosk', 'Car Wash', 'Motorbike Repair', 'Food Vendor', 'Tailor Shop', 'Barbershop', 'Electronics Store', 'Salon', 'General Shop']",mid,low
user_217,"['General Shop', 'Pharmacy', 'Bakery', 'Mobile Money Agent', 'Hardware', 'Hardware Kiosk', 'Food Vendor', 'Cobbler', 'Tailor Shop']",budget,low
user_218,"['Pharmacy', 'Mobile Money Agent', 'Cobbler', 'Hardware Kiosk', 'Bakery', 'Motorbike Repair', 'Electronics Store', 'General Shop', 'Tailor Shop', 'Hardware']",budget,medium
user_219,"['Motorbike Repair', 'Pharmacy', 'Cobbler', 'General Shop', 'Salon', 'Church', 'Tailor Shop', 'Bakery', 'Hardware', 'Mobile Money Agent']",premium,low
user_220,"['Church', 'Electronics Store', 'Food Vendor', 'Motorbike Repair', 'Tailor Shop', 'Hardware', 'Barbershop', 'Bakery']",budget,high
user_221,"['Church', 'Car Wash', 'Salon', 'Motorbike Repair', 'Bakery', 'Cobbler', 'Electronics Store', 'Pharmacy', 'Mobile Money Agent', 'Food Vendor', 'Hardware Kiosk']",budget,medium
user_222,"['Car Wash', 'Barbershop', 'General Shop', 'Motorbike Repair', 'Pharmacy', 'Salon', 'Hardware Kiosk', 'Hardware']",mid,high
user_223,"['Hardware', 'Cobbler', 'Car Wash', 'General Shop', 'Electronics Store', 'Food Vendor', 'Hardware Kiosk', 'Mobile Money Agent']",budget,low
user_224,"['Salon', 'Pharmacy', 'Car Wash', 'Hardware', 'Mobile Money Agent', 'General Shop', 'Motorbike Repair', 'Cobbler', 'Tailor Shop', 'Electronics Store', 'Barbershop']",mid,high
user_225,"['General Shop', 'Cobbler', 'Mobile Money Agent', 'Tailor Shop', 'Car Wash', 'Salon', 'Barbershop', 'Hardware Kiosk', 'Food Vendor']",premium,high
user_226,"['Electronics Store', 'Tailor Shop', 'Salon', 'Pharmacy', 'Church', 'Motorbike Repair', 'Car Wash', 'Cobbler']",budget,high
user_227,"['Car Wash', 'Hardware Kiosk', 'Electronics Store', 'Tailor Shop', 'Bakery', 'Barbershop', 'Cobbler', 'Mobile Money Agent', 'General Shop', 'Pharmacy']",premium,medium
user_228,"['Electronics Store', 'Tailor Shop', 'Mobile Money Agent', 'Food Vendor', 'Church', 'Hardware', 'Car Wash', 'Barbershop']",budget,low
user_229,"['Car Wash', 'Food Vendor', 'General Shop', 'Motorbike Repair', 'Salon', 'Mobile Money Agent', 'Bakery', 'Tailor Shop', 'Hardware', 'Barbershop', 'Hardware Kiosk', 'Pharmacy']",budget,medium
user_230,"['Barbershop', 'Cobbler', 'Salon', 'Electronics Store', 'Motorbike Repair', 'Bakery', 'Mobile Money Agent', 'Church']",mid,medium
user_231,"['Electronics Store', 'Pharmacy', 'Salon', 'General Shop', 'Tailor Shop', 'Church', 'Mobile Money Agent', 'Bakery', 'Barbershop', 'Cobbler']",budget,medium
user_232,"['Hardware Kiosk', 'Bakery', 'Cobbler', 'General Shop', 'Barbershop', 'Car Wash', 'Salon', 'Food Vendor']",budget,low
user_233,"['Hardware Kiosk', 'General Shop', 'Cobbler', 'Car Wash', 'Tailor Shop', 'Mobile Money Agent', 'Pharmacy', 'Food Vendor', 'Electronics Store', 'Salon', 'Hardware', 'Bakery']",budget,medium
user_234,"['Pharmacy', 'Food Vendor', 'Bakery', 'General Shop', 'Salon', 'Electronics Store', 'Hardware', 'Car Wash', 'Barbershop']",budget,low
user_235,"['Electronics Store', 'Hardware', 'Cobbler', 'Motorbike Repair', 'General Shop', 'Pharmacy', 'Hardware Kiosk', 'Food Vendor', 'Salon', 'Church', 'Car Wash']",budget,high
user_236,"['Hardware', 'Mobile Money Agent', 'Hardware Kiosk', 'Tailor Shop', 'Salon', 'Bakery', 'General Shop', 'Barbershop', 'Church', 'Car Wash', 'Motorbike Repair']",premium,low
user_237,"['Food Vendor', 'Hardware Kiosk', 'Car Wash', 'Motorbike Repair', 'Bakery', 'Church', 'Hardware', 'General Shop', 'Pharmacy', 'Barbershop']",mid,medium
user_238,"['Bakery', 'Salon', 'Barbershop', 'Car Wash', 'Pharmacy', 'Motorbike Repair', 'Hardware Kiosk', 'Tailor Shop', 'Mobile Money Agent', 'Cobbler', 'Hardware', 'Food Vendor']",mid,high
user_239,"['Salon', 'Car Wash', 'Motorbike Repair', 'Cobbler', 'Church', 'Barbershop', 'Electronics Store', 'Bakery', 'Hardware', 'Tailor Shop', 'General Shop']",budget,medium
user_240,"['Hardware', 'General Shop', 'Bakery', 'Cobbler', 'Electronics Store', 'Barbershop', 'Hardware Kiosk', 'Car Wash']",budget,low
user_241,"['Hardware', 'Cobbler', 'Hardware Kiosk', 'Pharmacy', 'Car Wash', 'Barbershop', 'Motorbike Repair', 'Church', 'Salon', 'Electronics Store']",mid,high
user_242,"['Pharmacy', 'Cobbler', 'Car Wash', 'Mobile Money Agent', 'Hardware Kiosk', 'Hardware', 'Food Vendor', 'Tailor Shop', 'Electronics Store', 'Church', 'General Shop']",budget,medium
user_243,"['Bakery', 'Church', 'Pharmacy', 'Tailor Shop', 'Hardware', 'Hardware Kiosk', 'Cobbler', 'Mobile Money Agent', 'Car Wash', 'General Shop']",budget,medium
user_244,"['Tailor Shop', 'Food Vendor', 'General Shop', 'Hardware', 'Barbershop', 'Bakery', 'Hardware Kiosk', 'Car Wash', 'Electronics Store', 'Motorbike Repair']",mid,high
user_245,"['Bakery', 'Car Wash', 'Motorbike Repair', 'Cobbler', 'Tailor Shop', 'Salon', 'Electronics Store', 'Food Vendor']",budget,high
user_246,"['Cobbler', 'Pharmacy', 'Food Vendor', 'Car Wash', 'Motorbike Repair', 'Hardware Kiosk', 'Mobile Money Agent', 'Barbershop', 'Electronics Store', 'Bakery', 'Hardware', 'General Shop']",budget,high
user_247,"['Pharmacy', 'Barbershop', 'Car Wash', 'Food Vendor', 'Hardware', 'Bakery', 'Church', 'Mobile Money Agent', 'Electronics Store', 'Hardware Kiosk']",premium,medium
user_248,"['Motorbike Repair', 'Food Vendor', 'Church', 'Car Wash', 'Salon', 'Barbershop', 'Electronics Store', 'Cobbler', 'Bakery', 'Pharmacy', 'Hardware Kiosk', 'Tailor Shop']",mid,high
user_249,"['Tailor Shop', 'Pharmacy', 'Hardware', 'Car Wash', 'General Shop', 'Hardware Kiosk', 'Cobbler', 'Mobile Money Agent', 'Motorbike Repair', 'Salon']",premium,medium
user_250,"['Hardware', 'Tailor Shop', 'Bakery', 'Salon', 'Hardware Kiosk', 'Pharmacy', 'Food Vendor', 'Mobile Money Agent', 'Motorbike Repair']",budget,medium
user_251,"['Electronics Store', 'Mobile Money Agent', 'Hardware', 'Cobbler', 'Church', 'Salon', 'Barbershop', 'Car Wash', 'General Shop', 'Bakery']",premium,medium
user_252,"['Electronics Store', 'Cobbler', 'Tailor Shop', 'Pharmacy', 'General Shop', 'Car Wash', 'Hardware', 'Hardware Kiosk']",budget,medium
user_253,"['Barbershop', 'Salon', 'Bakery', 'Food Vendor', 'Electronics Store', 'Hardware', 'Motorbike Repair', 'Church', 'Cobbler', 'Pharmacy']",budget,medium
user_254,"['Hardware', 'Pharmacy', 'General Shop', 'Bakery', 'Tailor Shop', 'Electronics Store', 'Food Vendor', 'Church', 'Car Wash', 'Barbershop']",premium,medium
user_255,"['Pharmacy', 'Church', 'Cobbler', 'Electronics Store', 'Barbershop', 'Hardware', 'Salon', 'Food Vendor', 'Tailor Shop', 'Car Wash', 'Hardware Kiosk', 'Mobile Money Agent']",budget,medium
user_256,"['Food Vendor', 'Tailor Shop', 'Church', 'Barbershop', 'Car Wash', 'Pharmacy', 'Electronics Store', 'Hardware Kiosk', 'Cobbler']",budget,low
user_257,"['Hardware Kiosk', 'General Shop', 'Food Vendor', 'Salon', 'Pharmacy', 'Cobbler', 'Motorbike Repair', 'Bakery', 'Church', 'Barbershop', 'Mobile Money Agent', 'Car Wash']",mid,high
user_258,"['Barbershop', 'Tailor Shop', 'Cobbler', 'Salon', 'Pharmacy', 'Electronics Store', 'Hardware', 'General Shop', 'Car Wash', 'Motorbike Repair', 'Bakery', 'Food Vendor']",budget,medium
user_259,"['Tailor Shop', 'Food Vendor', 'Car Wash', 'Hardware', 'Cobbler', 'Pharmacy', 'General Shop', 'Barbershop']",mid,high
user_260,"['Electronics Store', 'Barbershop', 'Car Wash', 'Motorbike Repair', 'Cobbler', 'Pharmacy', 'Bakery', 'Tailor Shop', 'Salon']",budget,medium
user_261,"['General Shop', 'Barbershop', 'Electronics Store', 'Car Wash', 'Motorbike Repair', 'Hardware', 'Church', 'Food Vendor', 'Bakery', 'Hardware Kiosk']",premium,high
user_262,"['Electronics Store', 'General Shop', 'Hardware', 'Church', 'Hardware Kiosk', 'Car Wash', 'Barbershop', 'Motorbike Repair', 'Mobile Money Agent', 'Cobbler']",mid,medium
user_263,"['Hardware Kiosk', 'Electronics Store', 'Motorbike Repair', 'Bakery', 'Pharmacy', 'Cobbler', 'Hardware', 'Mobile Money Agent']",budget,low
user_264,"['Tailor Shop', 'General Shop', 'Motorbike Repair', 'Bakery', 'Hardware', 'Church', 'Cobbler', 'Electronics Store', 'Pharmacy']",premium,medium
user_265,"['Cobbler', 'Electronics Store', 'Car Wash', 'Hardware', 'Pharmacy', 'Food Vendor', 'Motorbike Repair', 'Mobile Money Agent', 'Hardware Kiosk', 'Bakery', 'Salon']",budget,medium
user_266,"['Hardware Kiosk', 'Tailor Shop', 'Salon', 'General Shop', 'Motorbike Repair', 'Bakery', 'Food Vendor', 'Pharmacy']",premium,medium
user_267,"['General Shop', 'Hardware Kiosk', 'Mobile Money Agent', 'Bakery', 'Pharmacy', 'Hardware', 'Car Wash', 'Tailor Shop', 'Salon']",mid,medium
user_268,"['Electronics Store', 'Barbershop', 'Cobbler', 'Salon', 'Tailor Shop', 'Bakery', 'Hardware', 'Pharmacy', 'Motorbike Repair', 'Food Vendor', 'Hardware Kiosk']",budget,medium
user_269,"['Electronics Store', 'Hardware Kiosk', 'Salon', 'Church', 'Bakery', 'Barbershop', 'Cobbler', 'Hardware', 'Pharmacy', 'General Shop', 'Food Vendor', 'Tailor Shop']",budget,medium
user_270,"['Hardware Kiosk', 'Food Vendor', 'Bakery', 'Pharmacy', 'Barbershop', 'General Shop', 'Electronics Store', 'Cobbler', 'Car Wash', 'Salon', 'Church']",mid,medium
user_271,"['Tailor Shop', 'Electronics Store', 'Hardware Kiosk', 'Hardware', 'Bakery', 'General Shop', 'Food Vendor', 'Car Wash', 'Salon', 'Cobbler']",premium,low
user_272,"['Food Vendor', 'Barbershop', 'Tailor Shop', 'Church', 'Motorbike Repair', 'Mobile Money Agent', 'Electronics Store', 'Hardware']",budget,high
user_273,"['Hardware Kiosk', 'Motorbike Repair', 'Salon', 'Pharmacy', 'Mobile Money Agent', 'General Shop', 'Church', 'Food Vendor']",budget,high
user_274,"['Tailor Shop', 'Food Vendor', 'Barbershop', 'Hardware Kiosk', 'Cobbler', 'Electronics Store', 'Motorbike Repair', 'Car Wash', 'Salon', 'Hardware', 'General Shop']",budget,high
user_275,"['Hardware Kiosk', 'Bakery', 'Tailor Shop', 'Mobile Money Agent', 'Salon', 'General Shop', 'Church', 'Motorbike Repair']",budget,medium
user_276,"['General Shop', 'Motorbike Repair', 'Cobbler', 'Car Wash', 'Hardware Kiosk', 'Tailor Shop', 'Mobile Money Agent', 'Food Vendor']",mid,high
user_277,"['Motorbike Repair', 'Food Vendor', 'Car Wash', 'Salon', 'Mobile Money Agent', 'Tailor Shop', 'Pharmacy', 'Electronics Store', 'General Shop', 'Barbershop', 'Cobbler']",budget,medium
user_278,"['Car Wash', 'Mobile Money Agent', 'Motorbike Repair', 'Church', 'Pharmacy', 'Barbershop', 'Food Vendor', 'General Shop']",premium,medium
user_279,"['Mobile Money Agent', 'Salon', 'Electronics Store', 'Car Wash', 'Tailor Shop', 'Bakery', 'Motorbike Repair', 'Food Vendor', 'Church', 'Hardware', 'Hardware Kiosk']",budget,high
user_280,"['Car Wash', 'Tailor Shop', 'Pharmacy', 'Church', 'Cobbler', 'Barbershop', 'Food Vendor', 'Salon', 'Hardware Kiosk', 'Hardware', 'General Shop']",mid,low
user_281,"['Pharmacy', 'Motorbike Repair', 'Barbershop', 'Bakery', 'Mobile Money Agent', 'Food Vendor', 'Tailor Shop', 'Car Wash', 'Cobbler', 'Church', 'Electronics Store']",budget,high
user_282,"['Bakery', 'Tailor Shop', 'Electronics Store', 'Car Wash', 'Church', 'Hardware Kiosk', 'Barbershop', 'Pharmacy', 'Cobbler']",budget,high
user_283,"['Pharmacy', 'Cobbler', 'Motorbike Repair', 'Church', 'Tailor Shop', 'General Shop', 'Hardware', 'Food Vendor', 'Hardware Kiosk']",budget,medium
user_284,"['Motorbike Repair', 'Barbershop', 'Pharmacy', 'Bakery', 'Church', 'Mobile Money Agent', 'Salon', 'Food Vendor']",budget,high
user_285,"['Hardware', 'Pharmacy', 'Cobbler', 'Mobile Money Agent', 'Car Wash', 'General Shop', 'Tailor Shop', 'Barbershop', 'Bakery', 'Church']",budget,medium
user_286,"['Pharmacy', 'Barbershop', 'General Shop', 'Hardware Kiosk', 'Hardware', 'Mobile Money Agent', 'Food Vendor', 'Car Wash', 'Tailor Shop', 'Salon', 'Bakery']",budget,low
user_287,"['Cobbler', 'Car Wash', 'Pharmacy', 'Electronics Store', 'Mobile Money Agent', 'General Shop', 'Motorbike Repair', 'Hardware Kiosk']",budget,medium
user_288,"['Bakery', 'Food Vendor', 'Barbershop', 'Motorbike Repair', 'General Shop', 'Cobbler', 'Mobile Money Agent', 'Electronics Store', 'Church']",budget,low
user_289,"['Church', 'Tailor Shop', 'Barbershop', 'General Shop', 'Pharmacy', 'Bakery', 'Car Wash', 'Food Vendor', 'Electronics Store', 'Hardware', 'Hardware Kiosk']",budget,medium
user_290,"['Church', 'General Shop', 'Tailor Shop', 'Hardware Kiosk', 'Salon', 'Barbershop', 'Food Vendor', 'Mobile Money Agent', 'Bakery', 'Motorbike Repair', 'Cobbler']",mid,high
